,userid,clubid,pred
52,gdrt567,JASS,4.757063940336906
53,gdrt567,탁구사랑회,4.691268286419469
54,gdrt567,운화회,4.591760909350285
55,gdrt567,수호회,4.556676597241584
56,gdrt567,중국연구회,4.426081556179856
57,gdrt567,KUSA,4.420160976293831
58,gdrt567,팝콘,4.398655913791993
59,gdrt567,예술비평연구회,4.351463369850633
60,aio812,LECA,3.5679917351032047
61,aio812,고란도란,3.553201171274591
62,aio812,뇌의주름,3.550120013252751
63,aio812,소믈리에,3.507777658311855
64,aio812,TERRA,3.474244819697277
65,aio812,JASS,3.4678557328004875
66,aio812,평화나비,3.4004706979562886
67,aio812,유스호스텔,3.332256809186535
68,aio812,ALC,3.3282268286213137
69,aio812,팝콘,3.3049945623656254
70,ulp2164,팝콘,3.8182681365872715
71,ulp2164,중국연구회,3.4535733909652415
72,ulp2164,운화회,3.424237944869771
73,ulp2164,KUSA,3.2853897099323546
74,ulp2164,노래얼,3.2150795436977697
75,ulp2164,뇌의주름,3.1755736831173627
76,ulp2164,ALC,3.166231266875527
77,ulp2164,고대농악대,3.1652141641712577
78,ulp2164,예술비평연구회,3.155947048729805
79,ulp2164,JASS,3.1197386629047754
80,qldb44,LECA,4.513157535780115
81,qldb44,중국연구회,4.4264389248650335
82,qldb44,KURC,3.9256826187494656
83,qldb44,KUCC,3.923097802956839
84,qldb44,뉴런,3.9168404298812587
85,qldb44,뇌의주름,3.7856390156209976
86,qldb44,탁구사랑회,3.7347682934010704
87,qldb44,KUSEP,3.7247713128403124
88,qldb44,노래얼,3.6150086426224886
89,qldb44,KUBT,3.5375368228764033
90,tplb52,탁구사랑회,4.174433601857164
91,tplb52,소믈리에,3.885326849720038
92,tplb52,평화나비,3.877214051686677
93,tplb52,뉴런,3.8268629793102202
94,tplb52,LECA,3.7897214629063956
95,tplb52,KUBC,3.7845238576533506
96,tplb52,열두루달,3.6668653992985054
97,tplb52,로타랙트,3.6664222663623076
98,tplb52,KURC,3.660737274317437
99,tplb52,미스디렉션,3.6516112366689546
100,gglp11,LECA,4.6693345002168485
101,gglp11,탁구사랑회,4.62328161148376
102,gglp11,뇌의주름,4.2403000779051485
103,gglp11,중국연구회,4.211075025819255
104,gglp11,팝콘,4.077660251484081
105,gglp11,호영회,3.9680071653627143
106,gglp11,로타랙트,3.9130995891044322
107,gglp11,유스호스텔,3.9074097715002103
108,gglp11,ALC,3.874372569996133
109,gglp11,예술비평연구회,3.7980624144423287
110,ooun771,LECA,4.011026465804699
111,ooun771,탁구사랑회,3.9137302057213827
112,ooun771,로타랙트,3.5762844989624667
113,ooun771,수레바퀴,3.574226577909385
114,ooun771,JASS,3.5697474618814007
115,ooun771,노래얼,3.5369172718699695
116,ooun771,유스호스텔,3.4952829311683775
117,ooun771,수호회,3.413862749279604
118,ooun771,뇌의주름,3.400095655511966
119,ooun771,농구연구회,3.345314382930982
120,whee12,JASS,4.122829429920893
121,whee12,ALC,3.508875173053488
122,whee12,운화회,3.4943209449464407
123,whee12,예술비평연구회,3.474871601209486
124,whee12,로타랙트,3.466145516247433
125,whee12,뇌의주름,3.4657744659954832
126,whee12,백구회,3.4262653330869703
127,whee12,수호회,3.4175157087203027
128,whee12,KURC,3.409728137970529
129,whee12,노래얼,3.287324870376026
130,ppu888,탁구사랑회,4.316345015543137
131,ppu888,불교학생회,3.9921555635931933
132,ppu888,LECA,3.985169851674481
133,ppu888,중국연구회,3.8437917192522826
134,ppu888,뇌의주름,3.767631496699542
135,ppu888,미스디렉션,3.667436306901069
136,ppu888,유스호스텔,3.629460276315631
137,ppu888,ENTHES,3.5980815558580415
138,ppu888,로타랙트,3.5748653478004715
139,ppu888,KURC,3.517427140860859
140,nunu234,LECA,2.9641129181681865
141,nunu234,로타랙트,2.557375982444215
142,nunu234,KUSA,2.535366365454162
143,nunu234,운화회,2.470059197768481
144,nunu234,호우회,2.4110113620641735
145,nunu234,중국연구회,2.3625468621693706
146,nunu234,ALC,2.3558672730427572
147,nunu234,예술비평연구회,2.3501256162713924
148,nunu234,ECS,2.3246489793570664
149,nunu234,호영회,2.3217539253152966
150,row8989,LECA,4.617683512293995
151,row8989,JASS,4.093981307096296
152,row8989,팝콘,3.9846629428327325
153,row8989,수호회,3.9276482831413966
154,row8989,중국연구회,3.813660953997552
155,row8989,KURC,3.8116593868949096
156,row8989,ECS,3.777422927705378
157,row8989,ALC,3.7670423803348103
158,row8989,운화회,3.7435724199143947
159,row8989,뇌의주름,3.427034907736702
160,hook00,LECA,3.8668389988406155
161,hook00,탁구사랑회,3.782086088005921
162,hook00,불교학생회,3.7738911714203947
163,hook00,중국연구회,3.7555388757375545
164,hook00,JASS,3.7424295973054096
165,hook00,KURC,3.730049199974359
166,hook00,ALC,3.700785898929803
167,hook00,로타랙트,3.6187823863251913
168,hook00,운화회,3.6125133538105163
169,hook00,노래얼,3.581914328239532
170,hoihoi33,LECA,4.338578426656962
171,hoihoi33,ALC,4.2730131274004055
172,hoihoi33,탁구사랑회,4.23704050921903
173,hoihoi33,뇌의주름,4.174616400837966
174,hoihoi33,중국연구회,3.8874463753875648
175,hoihoi33,뉴런,3.878824236665705
176,hoihoi33,고란도란,3.827800416435069
177,hoihoi33,ENTHES,3.754587522728246
178,hoihoi33,KUBT,3.75302783342828
179,hoihoi33,불교학생회,3.6632931989569477
180,iqeq99,로타랙트,4.802446145892247
181,iqeq99,LECA,4.799318057511021
182,iqeq99,운화회,4.566969012378005
183,iqeq99,ALC,4.5142142780712895
184,iqeq99,예술비평연구회,4.4682127279362
185,iqeq99,고란도란,4.454046690998142
186,iqeq99,노래얼,4.375669244326776
187,iqeq99,호영회,4.372818927708604
188,iqeq99,수호회,4.3211400706128344
189,iqeq99,KUSA,4.179415658853973
190,lulu77,탁구사랑회,4.019492217991787
191,lulu77,뇌의주름,3.897042454908397
192,lulu77,유스호스텔,3.5814589423103156
193,lulu77,KUBC,3.5670190393307286
194,lulu77,사람과 사람,3.4947924751661597
195,lulu77,뉴런,3.3749144265625888
196,lulu77,소믈리에,3.3043640494649
197,lulu77,고란도란,3.2640460091479766
198,lulu77,중국연구회,3.25647961399195
199,lulu77,고전기타부,3.225597851060147
200,avuc12131,LECA,4.796690958113441
201,avuc12131,탁구사랑회,4.672457277959802
202,avuc12131,중국연구회,4.45130208093774
203,avuc12131,예술비평연구회,4.433566491919429
204,avuc12131,뇌의주름,4.374350362786492
205,avuc12131,ALC,4.206138254921397
206,avuc12131,소믈리에,4.194144461539283
207,avuc12131,운화회,4.165029106747308
208,avuc12131,로타랙트,4.057859024627044
209,avuc12131,캘리쿠,4.0114321913397415
210,lgka88,유스호스텔,4.044676103638135
211,lgka88,탁구사랑회,4.00856545231132
212,lgka88,로타랙트,3.5654277633532176
213,lgka88,ENTHES,3.5624338394852417
214,lgka88,노래얼,3.525024918174641
215,lgka88,평화나비,3.505885138221011
216,lgka88,KUBT,3.4283949661214197
217,lgka88,ALC,3.4236136790752787
218,lgka88,TTP,3.3690033902403473
219,lgka88,열두루달,3.354235321107074
220,hello994,LECA,4.354614373603411
221,hello994,KUBT,3.9487460544011665
222,hello994,수호회,3.843981242515253
223,hello994,로타랙트,3.843314137458575
224,hello994,JASS,3.8267522322457226
225,hello994,KURC,3.8186434314767808
226,hello994,탁구사랑회,3.785321321218412
227,hello994,고대문학회,3.775734891020885
228,hello994,철학마을,3.7643265009640987
229,hello994,운화회,3.740892020044892
230,pask4687,LECA,4.451583918572183
231,pask4687,팝콘,4.068794909315112
232,pask4687,운화회,3.9168097654988663
233,pask4687,한일문화연구회,3.8961660890008853
234,pask4687,로타랙트,3.7617539456727234
235,pask4687,ALC,3.7161296681137985
236,pask4687,호영회,3.6300085646094593
237,pask4687,KURC,3.538784910700755
238,pask4687,KUBC,3.482721300491155
239,pask4687,중국연구회,3.4274319600854533
240,qlwbl77,JASS,4.561508239138554
241,qlwbl77,LECA,4.506411391171792
242,qlwbl77,운화회,4.489968981129472
243,qlwbl77,ALC,4.481409251660995
244,qlwbl77,로타랙트,4.4601475944673545
245,qlwbl77,유스호스텔,4.377139032066301
246,qlwbl77,중국연구회,4.222737561848804
247,qlwbl77,팝콘,4.026772902108984
248,qlwbl77,수호회,3.963717908811
249,qlwbl77,KURC,3.904708572999015
250,haha679,JASS,3.362261817854348
251,haha679,LoGS,3.327007412289792
252,haha679,TERRA,3.280361102657013
253,haha679,로타랙트,3.2530542476161144
254,haha679,노래얼,3.2425254867999103
255,haha679,LECA,3.2226450518684957
256,haha679,UNSA,3.1858061218765537
257,haha679,ENM,3.1257984702559356
258,haha679,중국연구회,3.0751728400610276
259,haha679,뇌의주름,3.059348398804005
260,qlek1,LECA,2.9186892916378566
261,qlek1,ALC,2.7691226268678673
262,qlek1,팝콘,2.4934651479768015
263,qlek1,예술비평연구회,2.416695742088581
264,qlek1,택견한울,2.4112253504198917
265,qlek1,중국연구회,2.3901233139001063
266,qlek1,KUSA,2.3740394394284423
267,qlek1,탁구사랑회,2.3519489232527238
268,qlek1,고란도란,2.3279822737656484
269,qlek1,운화회,2.3228359145052715
270,agalg,뇌의주름,4.617121578835636
271,agalg,탁구사랑회,4.519676016684587
272,agalg,LECA,4.489156185484095
273,agalg,중국연구회,4.228278744284397
274,agalg,TTP,4.211711200852131
275,agalg,고대바둑사랑,4.1308239362274914
276,agalg,평화나비,4.03134632468727
277,agalg,소믈리에,4.0160312538458545
278,agalg,미스디렉션,3.9946454708960686
279,agalg,로타랙트,3.913413966852613
280,qoieppl5,LECA,4.794164291629924
281,qoieppl5,소믈리에,4.634459907531381
282,qoieppl5,뇌의주름,4.592622394529034
283,qoieppl5,JASS,4.526852265475943
284,qoieppl5,중국연구회,4.5191996204739375
285,qoieppl5,탁구사랑회,4.380635441718381
286,qoieppl5,고란도란,4.338441837547762
287,qoieppl5,ALC,4.324188638718448
288,qoieppl5,ENM,4.186562704691855
289,qoieppl5,팝콘,4.185776317849514
290,catlover6487,로타랙트,3.8253103177493277
291,catlover6487,ALC,3.6267360494671403
292,catlover6487,고란도란,3.505749501925618
293,catlover6487,아마추어축구부,3.468547421686187
294,catlover6487,중국연구회,3.4601994490557035
295,catlover6487,예술비평연구회,3.439774265804956
296,catlover6487,ECS,3.4337532828366903
297,catlover6487,LECA,3.3930079312462555
298,catlover6487,유스호스텔,3.2722059337401608
299,catlover6487,수레바퀴,3.2378195195822137
300,korea1123,LoGS,3.373688752968341
301,korea1123,크림슨,3.11919739348529
302,korea1123,소믈리에,3.0049327047826524
303,korea1123,ATP,2.8821002626359844
304,korea1123,아마추어축구부,2.8155652250224485
305,korea1123,뇌의주름,2.77966361673208
306,korea1123,ENM,2.731378352371124
307,korea1123,농구연구회,2.7110759694123776
308,korea1123,탁구사랑회,2.6994301410344557
309,korea1123,KUSA,2.667832899064268
310,dae5686,LECA,4.8048805352913
311,dae5686,탁구사랑회,4.6061178393975375
312,dae5686,JASS,4.595238554111033
313,dae5686,중국연구회,4.376525692376308
314,dae5686,평화나비,4.327700340241199
315,dae5686,수레바퀴,4.275131134995872
316,dae5686,수호회,4.266420868140951
317,dae5686,ALC,4.159186158432952
318,dae5686,운화회,4.141984457060811
319,dae5686,고란도란,4.113273655778384
320,jeonga11,뇌의주름,4.691826162042771
321,jeonga11,탁구사랑회,4.643306047099239
322,jeonga11,LECA,4.556260019449965
323,jeonga11,농구연구회,4.327015600566892
324,jeonga11,JASS,4.3250089510721565
325,jeonga11,중국연구회,4.200593563000359
326,jeonga11,고전기타부,4.090799946616171
327,jeonga11,고대바둑사랑,4.079885535824696
328,jeonga11,KURC,4.070386519186142
329,jeonga11,KUBT,4.017606383089701
330,ha23,로타랙트,4.778312428838596
331,ha23,농구연구회,4.773472030557649
332,ha23,중국연구회,4.76968692780185
333,ha23,LECA,4.762192214129216
334,ha23,ALC,4.760512648070144
335,ha23,운화회,4.758094258154795
336,ha23,뇌의주름,4.735556777612194
337,ha23,JASS,4.6598030847291
338,ha23,호영회,4.557756829470662
339,ha23,고전기타부,4.519923781826577
340,usa6681,LECA,4.68348082457805
341,usa6681,탁구사랑회,4.158912507557243
342,usa6681,뇌의주름,4.122446477349456
343,usa6681,중국연구회,4.114953351235824
344,usa6681,JASS,3.896207044407428
345,usa6681,운화회,3.888558882356421
346,usa6681,예술비평연구회,3.8514853221060235
347,usa6681,로타랙트,3.830137494034734
348,usa6681,KURC,3.796273245020323
349,usa6681,수호회,3.6739739578753094
350,jeju7987,LECA,4.837464266962504
351,jeju7987,팝콘,4.814814310074793
352,jeju7987,로타랙트,4.806581117086202
353,jeju7987,ALC,4.756285969032355
354,jeju7987,운화회,4.600174609575134
355,jeju7987,KUSA,4.559027605448655
356,jeju7987,예술비평연구회,4.419392624913412
357,jeju7987,택견한울,4.333207230096368
358,jeju7987,수호회,4.24861173488201
359,jeju7987,고란도란,4.138763265738184
360,hey676,중국연구회,3.571636024576157
361,hey676,소믈리에,3.492028773147433
362,hey676,JASS,3.3729511072895293
363,hey676,운화회,3.3669318042781406
364,hey676,LECA,3.3356577319094476
365,hey676,ENTHES,3.326008046360835
366,hey676,ENM,3.2409734514575486
367,hey676,KUBC,3.198275118698379
368,hey676,뇌의주름,3.1651149452650444
369,hey676,미스디렉션,3.1512665141906147
370,bionda7,로타랙트,4.674461528695989
371,bionda7,예술비평연구회,4.66025432019492
372,bionda7,LECA,4.630026531101834
373,bionda7,유스호스텔,4.295732581075118
374,bionda7,JASS,4.24154478477174
375,bionda7,팝콘,4.156641275479066
376,bionda7,운화회,4.089815546734039
377,bionda7,수호회,4.087693779912566
378,bionda7,탁구사랑회,4.023412881701482
379,bionda7,KUSA,3.92000467511502
380,haeddeora,LECA,3.5459050922501354
381,haeddeora,호우회,3.0794280548777695
382,haeddeora,로타랙트,3.0100287756861066
383,haeddeora,운화회,2.866772441054594
384,haeddeora,호영회,2.8302144702288348
385,haeddeora,예술비평연구회,2.820033099383608
386,haeddeora,KUSA,2.7163897637317658
387,haeddeora,미스디렉션,2.6706406253362576
388,haeddeora,ECS,2.638675350194575
389,haeddeora,한일문화연구회,2.556743196057545
390,lala11,탁구사랑회,4.757123122585
391,lala11,ENTHES,4.423755415447403
392,lala11,뉴런,4.38713675595492
393,lala11,뇌의주름,4.156260096778359
394,lala11,LECA,4.123983464541453
395,lala11,고전기타부,4.116387009690612
396,lala11,KUSA,3.9877098396909667
397,lala11,유스호스텔,3.97880156870889
398,lala11,ENM,3.9381598047455673
399,lala11,KUBC,3.9005267724246875
400,chaechae,LECA,4.3781660523046
401,chaechae,ALC,4.014926961142573
402,chaechae,농구연구회,3.9942474306680067
403,chaechae,수호회,3.8575327994824735
404,chaechae,ENM,3.6927781589295363
405,chaechae,로타랙트,3.6145893683862185
406,chaechae,ECS,3.587020812543051
407,chaechae,팝콘,3.561703992039348
408,chaechae,탁구사랑회,3.5178387360752423
409,chaechae,미스디렉션,3.5080300738628405
410,Imchaechae,사람과 사람,3.5377638509844154
411,Imchaechae,JASS,3.3575434139031777
412,Imchaechae,중국연구회,3.327566555691068
413,Imchaechae,평화나비,3.307489913035966
414,Imchaechae,유스호스텔,3.2929487400940523
415,Imchaechae,뇌의주름,3.2664375334747526
416,Imchaechae,운화회,3.2044302489577823
417,Imchaechae,KUSEP,3.175816003481408
418,Imchaechae,고대문학회,3.1683448664833027
419,Imchaechae,ENTHES,3.1460690411707484
420,chaeisthebest,LECA,4.820372374072711
421,chaeisthebest,ALC,4.793976800960403
422,chaeisthebest,JASS,4.649354756773526
423,chaeisthebest,로타랙트,4.615400930261728
424,chaeisthebest,예술비평연구회,4.522555873390962
425,chaeisthebest,고란도란,4.522132505598577
426,chaeisthebest,KUSA,4.428357173588676
427,chaeisthebest,운화회,4.41462628736044
428,chaeisthebest,수호회,4.349549614525456
429,chaeisthebest,팝콘,4.335648268801977
430,heyboy,JASS,4.3601130385304785
431,heyboy,ALC,4.3213788008619325
432,heyboy,로타랙트,4.211483250447756
433,heyboy,팝콘,4.157702753265461
434,heyboy,운화회,3.9536878929830457
435,heyboy,노래얼,3.8768566041637915
436,heyboy,중국연구회,3.8749487383642474
437,heyboy,뇌의주름,3.8508823378037973
438,heyboy,호우회,3.831059850459431
439,heyboy,KUSA,3.819973898456242
440,starbucks,ECS,4.783138489854386
441,starbucks,예술비평연구회,4.76959802828099
442,starbucks,고란도란,4.762923810117853
443,starbucks,LECA,4.752572795619608
444,starbucks,팝콘,4.750349012288524
445,starbucks,JASS,4.74321248726163
446,starbucks,ALC,4.734919715187013
447,starbucks,탁구사랑회,4.725820223869276
448,starbucks,수레바퀴,4.695298302692981
449,starbucks,KUBT,4.65247691575968
450,americano,ALC,4.801096553379807
451,americano,LECA,4.797975000306012
452,americano,뇌의주름,4.76282876394602
453,americano,탁구사랑회,4.6816884426687615
454,americano,소믈리에,4.6731592917109115
455,americano,로타랙트,4.559107407408849
456,americano,팝콘,4.412103543192957
457,americano,백구회,4.312071074245164
458,americano,평화나비,4.305322687129159
459,americano,예술비평연구회,4.25760324269339
460,ich1992,LECA,4.833906282005751
461,ich1992,유스호스텔,4.737374778434161
462,ich1992,ALC,4.704972210938285
463,ich1992,로타랙트,4.661429147356996
464,ich1992,고란도란,4.551309198382146
465,ich1992,JASS,4.432946653940352
466,ich1992,운화회,4.398054057744323
467,ich1992,아마추어축구부,4.334656579610426
468,ich1992,ENM,4.254578106936586
469,ich1992,중국연구회,4.224301385841557
470,chae1999,뇌의주름,4.749451147460764
471,chae1999,LECA,4.610451969697198
472,chae1999,호영회,4.528210903392322
473,chae1999,TTP,4.3422638206046695
474,chae1999,로타랙트,4.094323694045263
475,chae1999,중국연구회,4.0703126699977314
476,chae1999,KUBC,4.044456151142891
477,chae1999,캘리쿠,4.002210671101366
478,chae1999,열두루달,3.9507728604346277
479,chae1999,유스호스텔,3.8997804020215674
480,stranger,호영회,4.008926342878583
481,stranger,TTP,3.9792772263022136
482,stranger,로타랙트,3.9111153241618446
483,stranger,운화회,3.8953167240895543
484,stranger,KURC,3.813003911646584
485,stranger,뇌의주름,3.7770368586741614
486,stranger,그루터기,3.745463939978519
487,stranger,캘리쿠,3.7428534644416316
488,stranger,예술비평연구회,3.691898978006343
489,stranger,팝콘,3.674361479239923
490,gohome11,KURC,4.767525285797431
491,gohome11,LECA,4.766053051610896
492,gohome11,운화회,4.763408865242694
493,gohome11,중국연구회,4.741566888986059
494,gohome11,탁구사랑회,4.739307533432431
495,gohome11,팝콘,4.722295763036271
496,gohome11,ALC,4.7060278408112755
497,gohome11,KUBC,4.612903398343098
498,gohome11,호영회,4.561036436887484
499,gohome11,노래얼,4.555989338933388
500,zip456,LECA,4.821872862948936
501,zip456,탁구사랑회,4.757485588630674
502,zip456,로타랙트,4.345868852184603
503,zip456,수호회,4.226481777251005
504,zip456,운화회,4.225563297416198
505,zip456,TTP,4.176139870026525
506,zip456,중국연구회,4.161352981118178
507,zip456,KURC,4.142455568428968
508,zip456,유스호스텔,4.138240178171889
509,zip456,서화회,4.133826930637371
510,him9879,JASS,3.6826080394567033
511,him9879,로타랙트,3.3094930209239117
512,him9879,예술비평연구회,3.277140257474571
513,him9879,수레바퀴,3.2299264801984457
514,him9879,호우회,3.1864399069595124
515,him9879,뇌의주름,3.1293210275683143
516,him9879,소믈리에,3.1187957654826985
517,him9879,운화회,3.1128012497348085
518,him9879,유스호스텔,3.110509177157778
519,him9879,ATP,3.0772597950822154
520,google11,로타랙트,3.810777190206053
521,google11,LECA,3.7632769644944495
522,google11,JASS,3.5955598466834604
523,google11,호영회,3.5798704273275637
524,google11,ALC,3.5483078783295547
525,google11,탁구사랑회,3.5301099208851414
526,google11,KURC,3.4967010756181227
527,google11,운화회,3.3672726595966904
528,google11,고란도란,3.338686021580608
529,google11,KUBC,3.3385879299415904
530,mulmul,아마추어축구부,4.555642860512906
531,mulmul,팝콘,4.089137253794121
532,mulmul,뇌의주름,4.021248881114314
533,mulmul,소믈리에,3.981977106589041
534,mulmul,백구회,3.821179430103193
535,mulmul,ENM,3.8002282080913745
536,mulmul,예술비평연구회,3.6151979666656606
537,mulmul,LoGS,3.6133385046712285
538,mulmul,농구연구회,3.5975555599049662
539,mulmul,수레바퀴,3.5777560833548567
540,csv654,LECA,4.754064793400559
541,csv654,농구연구회,4.726176151240358
542,csv654,탁구사랑회,4.70081890606542
543,csv654,KUSA,4.444077331307602
544,csv654,JASS,4.39393609744055
545,csv654,뇌의주름,4.312436301736865
546,csv654,IVF,4.170726279491902
547,csv654,ENM,4.147317105592995
548,csv654,중국연구회,4.088174413384978
549,csv654,소믈리에,4.085750582790379
550,python99,LECA,4.805178237043176
551,python99,뉴런,4.7858894451832565
552,python99,뇌의주름,4.739966804879602
553,python99,중국연구회,4.721894114379076
554,python99,열두루달,4.433599917620121
555,python99,불교학생회,4.418585537485836
556,python99,KUCC,4.418560577160202
557,python99,노래얼,4.338111124206415
558,python99,팝콘,4.318279067358672
559,python99,로타랙트,4.21047573582862
560,jupyter113,LECA,4.785522082041364
561,jupyter113,로타랙트,4.770065685059226
562,jupyter113,팝콘,4.684574279036939
563,jupyter113,KUSA,4.601824085570975
564,jupyter113,백구회,4.5380457802033884
565,jupyter113,호영회,4.42805350393267
566,jupyter113,호우회,4.4250847216555815
567,jupyter113,운화회,4.417796956423587
568,jupyter113,KUBC,4.3478296249493695
569,jupyter113,뇌의주름,4.271728656334965
570,seoul66,LECA,4.80330464781839
571,seoul66,팝콘,4.682387572061543
572,seoul66,중국연구회,4.5160993796728945
573,seoul66,JASS,4.488463331158956
574,seoul66,KUCC,4.321904320647274
575,seoul66,ALC,4.271348581775918
576,seoul66,고대농악대,4.042857609271616
577,seoul66,수레바퀴,3.9658138518872303
578,seoul66,뇌의주름,3.941437344654878
579,seoul66,예술비평연구회,3.9315742538540834
580,kakao7168,불교학생회,4.470082721627575
581,kakao7168,탁구사랑회,4.07403499036122
582,kakao7168,고려대학교 관현악단,3.969777818965413
583,kakao7168,KURC,3.939209799709204
584,kakao7168,중국연구회,3.930406481397719
585,kakao7168,고려대학교 관악부,3.5778524649367305
586,kakao7168,고집,3.5450047995594223
587,kakao7168,캘리쿠,3.506598182672425
588,kakao7168,노래얼,3.482826006425948
589,kakao7168,LECA,3.4818424714026377
590,dongari,LECA,4.760471128030334
591,dongari,JASS,4.747430850206262
592,dongari,로타랙트,4.725107824635664
593,dongari,수호회,4.559234776134419
594,dongari,유스호스텔,4.4694717166565905
595,dongari,KUSA,4.467018641805431
596,dongari,예술비평연구회,4.380653803928928
597,dongari,운화회,4.376750462494659
598,dongari,농구연구회,4.355966910401515
599,dongari,뇌의주름,4.352784928779904
